gid,scenario,latitude,longitude,demand_ammonia_kg,demand_biofuel_kg,demand_ldv_kg,demand_metals_kg,demand_methanol_kg,demand_mhdv_kg,demand_ng_kg,demand_refining_kg,demand_storage_kg,demand_synfuel_kg,supply_lte_kg,supply_nuclearhte_kg,supply_smr_kg,total_demand_kg,total_supply_kg
1676,Low Cost Electrolysis,40.49876005,-105.058524,0,0,6758679.61,0,0,3003857.604,0,0,0,0,0,0,0,9762537.214,0
1677,Low Cost Electrolysis,40.50380694,-110.3338202,0,0,0,0,0,0,0,0,0,0,45781419.73,0,0,0,45781419.73
1678,Low Cost Electrolysis,40.53926945,-112.2994268,0,0,174151.6785,0,0,77400.74599,0,0,0,0,0,0,0,251552.4245,0
1679,Low Cost Electrolysis,40.54391391,-85.66185015,0,0,38151.1498,0,0,16956.06658,0,0,0,0,0,0,0,55107.21637,0
1680,Low Cost Electrolysis,40.57563028,-122.3613723,0,0,5332173.311,0,0,2369854.805,0,0,0,0,0,0,0,7702028.116,0
1681,Low Cost Electrolysis,40.58011168,-83.11366575,0,0,37571.72862,0,0,16698.54605,0,0,0,0,0,0,0,54270.27467,0
1682,Low Cost Electrolysis,40.63802168,-111.9269069,0,6984999.895,50591651.64,0,0,22485178.5,0,80549891.37,0,0,0,0,0,160611721.4,0
1683,Low Cost Electrolysis,40.64450902,-80.57044741,0,28024399.86,31645.07631,0,0,14064.47836,0,8860102.829,0,0,0,386549234.4,0,36930212.24,386549234.4
1684,Low Cost Electrolysis,40.64704127,-75.43406804,0,0,29005226.76,0,0,12891211.89,0,0,0,0,0,0,0,41896438.66,0
1685,Low Cost Electrolysis,40.6594457,-76.20101201,0,0,250734.3701,0,0,111437.4978,0,0,0,0,0,0,0,362171.8679,0
1686,Low Cost Electrolysis,40.70114555,-89.58579417,0,43461141.38,2298304.38,0,0,1021468.613,0,0,0,0,33488054.52,0,0,46780914.38,33488054.52
1687,Low Cost Electrolysis,40.7067798,-99.07246655,0,0,91146.34123,0,0,40509.48499,0,0,0,0,0,0,0,131655.8262,0
1688,Low Cost Electrolysis,40.71580874,-73.96816066,0,35799713.43,1184352664,0,0,526378961.6,0,98770885.45,0,0,0,0,0,1845302224,0
1689,Low Cost Electrolysis,40.74071311,-84.12044482,140529821.3,42036599.78,66953.93175,0,0,29757.303,0,71266044.49,0,0,0,0,0,253929176.8,0
1690,Low Cost Electrolysis,40.75336734,-82.53010947,0,0,108939.2673,0,0,48417.45213,0,0,0,0,0,0,0,157356.7194,0
1691,Low Cost Electrolysis,40.77709953,-124.1697449,0,0,1661388.527,0,0,738394.901,0,0,0,0,0,0,0,2399783.428,0
1692,Low Cost Electrolysis,40.79207528,-76.51528901,0,0,241126.5496,0,0,107167.3554,0,0,0,0,0,0,0,348293.905,0
1693,Low Cost Electrolysis,40.79837979,-77.86006509,0,0,2593067.377,0,0,1152474.39,0,0,0,0,912559.3902,0,0,3745541.767,912559.3902
1694,Low Cost Electrolysis,40.80815326,-96.68084746,67613404.61,230320982,3646835.541,0,0,1620815.796,0,0,0,0,1175774228,0,0,303202037.9,1175774228
1695,Low Cost Electrolysis,40.82038449,-81.92811738,0,0,18449.90853,0,0,8199.959349,0,0,0,0,0,0,0,26649.86788,0
1696,Low Cost Electrolysis,40.82862562,-81.42980681,0,14012199.93,1975443.649,0,0,877974.9551,0,38522186.21,0,0,0,0,0,55387804.74,0
1697,Low Cost Electrolysis,40.86627677,-79.92255101,0,21249669.5,158139.7682,0,0,70284.34142,0,0,0,0,0,0,0,21478093.61,0
1698,Low Cost Electrolysis,40.91477131,-124.0902056,0,0,912505.9919,0,0,405558.2186,0,0,0,0,0,0,0,1318064.211,0
1699,Low Cost Electrolysis,40.91483039,-81.09586957,0,0,17714.41376,0,0,7873.072781,0,0,0,0,0,0,0,25587.48654,0
1700,Low Cost Electrolysis,40.92598149,-98.35536029,6628765.157,115160491,96693.14113,0,0,42974.72939,0,0,0,0,0,0,0,121928924,0
1701,Low Cost Electrolysis,40.942039,-90.35606425,164393375.9,43461141.38,59057.90105,0,0,26247.95602,0,0,0,0,0,0,0,207939823.1,0
1702,Low Cost Electrolysis,40.98207841,-75.98036386,0,0,428187.9703,0,0,190305.7646,0,0,0,0,0,0,0,618493.7348,0
1703,Low Cost Electrolysis,40.99041504,-76.87576309,0,0,390639.8062,0,0,173617.6916,0,0,0,0,0,0,0,564257.4978,0
1704,Low Cost Electrolysis,41.01897451,-76.40431513,0,0,572809.548,0,0,254582.0213,0,0,0,0,0,0,0,827391.5694,0
1705,Low Cost Electrolysis,41.02030975,-75.21042934,0,21249669.5,1485663.269,0,0,660294.7863,0,0,0,0,0,0,0,23395627.55,0
1706,Low Cost Electrolysis,41.05221739,-83.63918891,0,0,59189.53185,0,0,26306.4586,0,0,0,0,0,0,0,85495.99044,0
1707,Low Cost Electrolysis,41.06626469,-81.49284125,0,0,7526122.271,0,0,3344943.232,0,0,0,0,0,0,0,10871065.5,0
1708,Low Cost Electrolysis,41.10016419,-85.13827724,0,40491996.01,4088331.715,0,0,1817036.318,0,0,0,0,0,0,0,46397364.04,0
1709,Low Cost Electrolysis,41.12,-94.36,7954518.189,0,0,0,0,0,0,0,0,0,0,0,0,7954518.189,0
1710,Low Cost Electrolysis,41.14061668,-104.8062547,35795331.85,7658626.077,1121196.488,0,0,498309.5503,0,20031536.83,0,0,0,0,0,65105000.8,0
1711,Low Cost Electrolysis,41.14076431,-111.9860712,0,3492499.948,7695190.45,0,0,3420084.645,0,0,0,0,0,0,0,14607775.04,0
1712,Low Cost Electrolysis,41.14462884,-80.68116883,0,0,1524884.281,0,0,677726.3472,0,0,0,0,0,0,0,2202610.628,0
1713,Low Cost Electrolysis,41.15168401,-87.86324802,0,86922282.77,384539.608,0,0,170906.4924,0,100157684.1,0,0,0,0,0,187635413,0
1714,Low Cost Electrolysis,41.16905261,-74.54656516,0,0,1686839.466,0,0,749706.4293,0,0,0,0,0,0,0,2436545.895,0
1715,Low Cost Electrolysis,41.2347002,-96.03366774,0,0,14795512.1,0,0,6575783.155,0,0,0,0,0,0,0,21371295.26,0
1716,Low Cost Electrolysis,41.23541058,-73.30904934,0,1092690.082,50276753.08,0,0,22345223.59,0,0,0,0,417.4547278,0,0,73714666.76,417.4547278
1717,Low Cost Electrolysis,41.24720263,-77.00334921,0,0,894497.82,0,0,397554.5867,0,0,0,0,0,0,0,1292052.407,0
1718,Low Cost Electrolysis,41.24954525,-85.83284208,0,0,118222.3258,0,0,52543.2559,0,0,0,0,0,0,0,170765.5817,0
1719,Low Cost Electrolysis,41.261142,-110.806321,0,0,0,0,0,0,0,1309754.331,0,0,0,0,0,1309754.331,0
1720,Low Cost Electrolysis,41.3104677,-121.4427313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,Low Cost Electrolysis,41.31636377,-105.6044974,0,0,172512.7244,0,0,76672.32194,0,0,0,0,0,0,0,249185.0463,0
1722,Low Cost Electrolysis,41.3346244,-89.11981456,0,0,131111.5152,0,0,58271.78454,0,0,0,0,0,0,0,189383.2998,0
1723,Low Cost Electrolysis,41.35044272,-75.78320497,0,0,12308120.39,0,0,5470275.73,0,0,0,0,0,0,0,17778396.12,0
1724,Low Cost Electrolysis,41.37022629,-72.78153317,0,0,44987998.98,0,0,19994666.21,0,0,0,0,0,0,0,64982665.19,0
1725,Low Cost Electrolysis,41.37534178,-83.64988699,0,0,11468.43355,0,0,5097.081577,0,0,0,0,0,0,0,16565.51513,0
1726,Low Cost Electrolysis,41.39816754,-72.07287644,0,0,3380596.137,0,0,1502487.172,0,0,0,0,0,131857153.7,0,4883083.309,131857153.7
1727,Low Cost Electrolysis,41.40450418,-82.16152321,0,0,580234.5065,0,0,257882.0029,0,0,0,0,0,0,0,838116.5093,0
1728,Low Cost Electrolysis,41.42069383,-82.67951531,0,0,45539.01801,0,0,20239.56356,0,0,0,0,0,185879248.8,0,65778.58157,185879248.8
1729,Low Cost Electrolysis,41.4273738,-78.5609398,0,21249669.5,0,0,0,0,0,0,0,0,12186173.44,0,0,21249669.5,12186173.44
1730,Low Cost Electrolysis,41.44259146,-81.60434848,0,28024399.86,63227277.01,222222222.2,0,28101012,0,0,0,0,0,251472776.2,0,341574911.1,251472776.2
1731,Low Cost Electrolysis,41.44505338,-74.39384306,0,0,1899239.611,0,0,844106.4939,0,0,0,0,0,0,0,2743346.105,0
1732,Low Cost Electrolysis,41.45527138,-73.42491723,0,0,8271049.926,0,0,3676022.189,0,0,0,0,0,0,0,11947072.12,0
1733,Low Cost Electrolysis,41.51745917,-90.51312374,0,0,836923.2325,0,0,371965.8811,0,0,0,0,0,0,0,1208889.114,0
1734,Low Cost Electrolysis,41.52535356,-99.17519733,0,0,0,0,0,0,0,0,0,0,3709683548,0,0,0,3709683548
1735,Low Cost Electrolysis,41.54,-109.13,37121084.88,0,0,0,0,0,0,0,0,0,0,0,0,37121084.88,0
1736,Low Cost Electrolysis,41.54667858,-92.6445543,0,0,0,0,0,0,0,0,0,0,831483106.8,0,0,0,831483106.8
1737,Low Cost Electrolysis,41.54912263,-73.03953582,0,0,3886095.02,0,0,1727153.342,0,0,0,0,0,0,0,5613248.362,0
1738,Low Cost Electrolysis,41.55319803,-73.98279496,0,0,16590702.03,0,0,7373645.348,0,0,0,0,0,422780311.1,0,23964347.38,422780311.1
1739,Low Cost Electrolysis,41.61891626,-93.65699194,0,203047361.2,12838026.63,0,0,5705789.612,0,0,0,0,0,0,0,221591177.4,0
1740,Low Cost Electrolysis,41.63920725,-83.61374498,0,42036599.78,7631437.557,222222222.2,0,3391750.025,0,134057208,0,0,0,0,0,409339217.6,0
1741,Low Cost Electrolysis,41.65933058,-85.92590797,0,0,1380958.667,0,0,613759.4077,0,0,0,0,0,0,0,1994718.075,0
1742,Low Cost Electrolysis,41.67450251,-86.82074196,0,0,308878.0598,0,0,137279.1377,0,0,0,0,0,0,0,446157.1975,0
1743,Low Cost Electrolysis,41.67528364,-70.93835619,0,0,3096768.44,0,0,1376341.529,0,0,0,0,0,0,0,4473109.969,0
1744,Low Cost Electrolysis,41.68115814,-91.55937965,0,0,2707770.553,0,0,1203453.579,0,0,0,0,0,0,0,3911224.132,0
1745,Low Cost Electrolysis,41.70168243,-70.3851915,0,3925350.72,6912539.614,0,0,3072239.828,0,0,0,0,0,0,0,13910130.16,0
1746,Low Cost Electrolysis,41.71424081,-86.21332738,0,0,2063622.485,0,0,917165.5487,0,0,0,0,0,0,0,2980788.033,0
1747,Low Cost Electrolysis,41.72456267,-111.834849,0,0,504990.3469,0,0,224440.1542,0,0,0,0,0,0,0,729430.5011,0
1748,Low Cost Electrolysis,41.73215191,-102.6829634,0,0,0,0,0,0,0,0,0,0,861056253.2,0,0,0,861056253.2
1749,Low Cost Electrolysis,41.74018473,-72.69928942,0,0,49137089.38,0,0,21838706.39,0,0,0,0,5662130.401,0,0,70975795.77,5662130.401
1750,Low Cost Electrolysis,41.77675362,-71.39741362,0,1237221.11,55037892.4,0,0,24461285.51,0,0,0,0,4728363.262,0,0,80736399.02,4728363.262
1751,Low Cost Electrolysis,41.780163,-107.109511,0,0,0,0,0,0,0,34669967.59,0,0,0,0,0,34669967.59,0
1752,Low Cost Electrolysis,41.82638494,-87.89856991,0,130383424.1,615497712.3,222222222.2,0,273554538.8,0,236988489.6,0,0,0,0,0,1478646387,0
1753,Low Cost Electrolysis,41.84051645,-73.09596436,0,0,299625.0223,0,0,133166.6766,0,0,0,0,0,0,0,432791.6989,0
1754,Low Cost Electrolysis,41.84130073,-90.20538954,0,0,153837.8237,0,0,68372.3661,0,0,0,0,0,403389454.8,0,222210.1898,403389454.8
1755,Low Cost Electrolysis,41.92023213,-83.38863745,0,0,90504.88477,0,0,40224.39323,0,0,0,0,0,0,0,130729.278,0
1756,Low Cost Electrolysis,41.94076134,-84.01031815,0,0,50387.42383,0,0,22394.41059,0,0,0,0,0,0,0,72781.83442,0
1757,Low Cost Electrolysis,41.9468932,-74.01582204,0,0,288300.114,0,0,128133.384,0,0,0,0,0,0,0,416433.498,0
1758,Low Cost Electrolysis,41.95156394,-88.7260266,0,0,458843.129,0,0,203930.2796,0,0,0,0,227002317.1,0,0,662773.4086,227002317.1
1759,Low Cost Electrolysis,41.99866355,-91.66172734,0,0,1165458.98,0,0,517981.7689,0,0,0,0,0,128199789.7,0,1683440.749,128199789.7
1760,Low Cost Electrolysis,42.02834529,-93.63249542,67613404.61,101523680.6,70309.94549,0,0,31248.86466,0,0,0,0,0,0,0,169238644,0
1761,Low Cost Electrolysis,42.06643698,-86.46550107,0,0,307146.2683,0,0,136509.4526,0,0,0,0,0,162589027.2,0,443655.7209,162589027.2
1762,Low Cost Electrolysis,42.08557134,-80.11421282,0,42499339,1302186.558,222222222.2,0,578749.5813,0,0,0,0,0,0,0,266602497.4,0
1763,Low Cost Electrolysis,42.1033174,-79.26601721,0,17899856.71,119175.1187,0,0,52966.71941,0,31511148.32,0,0,0,0,0,49583146.87,0
1764,Low Cost Electrolysis,42.10543996,-75.96634086,0,0,6827009.149,0,0,3034226.289,0,0,0,0,0,0,0,9861235.438,0
1765,Low Cost Electrolysis,42.12524664,-72.57470311,0,0,22387279.34,0,0,9949901.93,0,0,0,0,0,0,0,32337181.27,0
1766,Low Cost Electrolysis,42.1253892,-76.84913874,0,0,213834.2154,0,0,95037.42908,0,0,0,0,0,0,0,308871.6445,0
1767,Low Cost Electrolysis,42.18580919,-71.79514597,0,0,39325542.17,0,0,17478018.74,0,0,0,0,12143.58175,0,0,56803560.91,12143.58175
1768,Low Cost Electrolysis,42.20777736,-121.7560486,0,0,2231565.678,0,0,991806.9681,0,0,0,0,0,0,0,3223372.646,0
1769,Low Cost Electrolysis,42.2215426,-105.8418502,0,0,0,0,0,0,0,0,0,0,595397663.7,0,0,0,595397663.7
1770,Low Cost Electrolysis,42.23945681,-83.66385655,0,0,12118106.92,0,0,5385825.297,0,0,0,0,0,0,0,17503932.22,0
1771,Low Cost Electrolysis,42.24544525,-84.41162781,0,0,136724.7389,0,0,60766.55063,0,0,0,0,0,0,0,197491.2895,0
1772,Low Cost Electrolysis,42.24983911,-85.59124555,0,0,2335612.041,0,0,1038049.796,0,0,0,0,24986185.23,0,0,3373661.837,24986185.23
1773,Low Cost Electrolysis,42.2619,-110.1946,0,5105750.718,0,0,0,0,0,0,0,0,0,0,0,5105750.718,0
1774,Low Cost Electrolysis,42.29526093,-89.01018336,0,0,2749034.782,0,0,1221793.237,0,0,0,0,0,0,0,3970828.019,0
1775,Low Cost Electrolysis,42.31450341,-85.19949557,0,0,194705.2551,0,0,86535.66893,0,0,0,0,0,0,0,281240.924,0
1776,Low Cost Electrolysis,42.33489836,-122.8446037,0,0,7263686.029,0,0,3228304.902,0,0,0,0,7939981.053,0,0,10491990.93,7939981.053
1777,Low Cost Electrolysis,42.37258701,-71.14208445,0,0,323020696.6,0,0,143564754,0,0,0,0,0,0,0,466585450.6,0
1778,Low Cost Electrolysis,42.41000144,-88.14333233,0,0,8467379.774,0,0,3763279.9,0,0,0,0,0,0,0,12230659.67,0
1779,Low Cost Electrolysis,42.42856926,-123.3233055,0,0,1792872.32,0,0,796832.1422,0,0,0,0,0,0,0,2589704.462,0
1780,Low Cost Electrolysis,42.42928472,-95.02694442,0,0,0,0,0,0,0,0,0,0,1589775953,0,0,0,1589775953
1781,Low Cost Electrolysis,42.46169827,-76.48337179,0,0,147364.7557,0,0,65495.44696,0,0,0,0,0,0,0,212860.2026,0
1782,Low Cost Electrolysis,42.48010727,-73.22011901,0,0,427862.0044,0,0,190160.8908,0,0,0,0,0,0,0,618022.8952,0
1783,Low Cost Electrolysis,42.48161485,-96.40035923,245264310.8,203047361.2,585666.7755,0,0,260296.3447,0,0,0,0,0,0,0,449157635.1,0
1784,Low Cost Electrolysis,42.48960675,-83.22772995,0,120854013.5,173714842.4,0,0,77206596.6,0,55471948.14,0,0,0,0,0,427247400.6,0
1785,Low Cost Electrolysis,42.49529972,-92.38338914,0,0,645614.0996,0,0,286939.5998,0,0,0,0,44961360.43,0,0,932553.6995,44961360.43
1786,Low Cost Electrolysis,42.50456523,-90.69257095,66287651.57,101523680.6,223631.5546,0,0,99391.80206,0,0,0,0,0,0,0,168134355.5,0
1787,Low Cost Electrolysis,42.51004252,-89.0264932,0,0,422068.4448,0,0,187585.9755,0,0,0,0,0,0,0,609654.4203,0
1788,Low Cost Electrolysis,42.51376625,-83.80534205,0,0,649940.9618,0,0,288862.6497,0,0,0,0,0,0,0,938803.6115,0
1789,Low Cost Electrolysis,42.56151386,-114.455637,0,0,1061570.673,0,0,471809.1881,0,0,0,0,0,0,0,1533379.861,0
1790,Low Cost Electrolysis,42.56866944,-71.84813883,0,0,805883.4362,0,0,358170.4161,0,0,0,0,0,0,0,1164053.852,0
1791,Low Cost Electrolysis,42.56876293,-87.86728452,0,0,1828106.847,0,0,812491.9319,0,0,0,0,0,0,0,2640598.779,0
1792,Low Cost Electrolysis,42.69977411,-89.00515731,0,0,320465.3575,0,0,142429.0478,0,0,0,0,0,0,0,462894.4052,0
1793,Low Cost Electrolysis,42.72140989,-84.53807731,0,0,5631469.002,0,0,2502875.112,0,0,0,0,0,0,0,8134344.114,0
1794,Low Cost Electrolysis,42.73654199,-87.83832291,0,0,2259784.006,0,0,1004348.447,0,0,0,0,0,0,0,3264132.453,0
1795,Low Cost Electrolysis,42.74594498,-73.79843198,0,0,31406309.49,0,0,13958359.77,0,0,0,0,0,0,0,45364669.27,0
1796,Low Cost Electrolysis,42.80097778,-86.10165704,0,0,405561.8409,0,0,180249.7071,0,0,0,0,0,0,0,585811.548,0
1797,Low Cost Electrolysis,42.81961984,-71.44685074,0,0,6238315.697,0,0,2772584.754,0,0,0,0,0,0,0,9010900.451,0
1798,Low Cost Electrolysis,42.84700714,-106.3573668,0,2552875.359,612788.4537,0,0,272350.4239,0,9823157.484,0,0,0,0,0,13261171.72,0
1799,Low Cost Electrolysis,42.88395029,-112.4469031,0,0,721044.7523,0,0,320464.3344,0,0,0,0,1846662.417,0,0,1041509.087,1846662.417
1800,Low Cost Electrolysis,42.92672024,-78.82419582,0,35799713.43,33747465.94,222222222.2,0,14998873.75,0,0,0,0,0,0,0,306768275.3,0
1801,Low Cost Electrolysis,42.92688776,-76.56177813,0,0,221694.4872,0,0,98530.88318,0,0,0,0,0,0,0,320225.3703,0
1802,Low Cost Electrolysis,42.94252649,-85.67063474,0,0,26178150.23,0,0,11634733.44,0,0,0,0,0,0,0,37812883.66,0
1803,Low Cost Electrolysis,42.95758835,-82.48416394,0,0,201874.4952,0,0,89721.99787,0,0,0,0,0,0,0,291596.4931,0
1804,Low Cost Electrolysis,42.98864322,-83.69545522,0,0,1669436.997,0,0,741971.9987,0,0,0,0,0,0,0,2411408.996,0
1805,Low Cost Electrolysis,42.99028513,-71.48034852,0,0,3485560.572,0,0,1549138.032,0,0,0,0,0,0,0,5034698.604,0
1806,Low Cost Electrolysis,43.04146963,-70.81490229,0,0,580289.3817,0,0,257906.3919,0,0,0,0,0,81246724.34,0,838195.7736,81246724.34
1807,Low Cost Electrolysis,43.04702837,-109.2687347,0,0,0,0,0,0,0,0,0,0,69288515.15,0,0,0,69288515.15
1808,Low Cost Electrolysis,43.05766776,-88.10270425,0,0,83153936.05,0,0,36957304.91,0,0,0,0,51555128.83,0,0,120111241,51555128.83
1809,Low Cost Electrolysis,43.05964046,-73.79590806,0,0,623537.18,0,0,277127.6356,0,0,0,0,0,0,0,900664.8156,0
1810,Low Cost Electrolysis,43.08090885,-89.38523954,0,0,21224208.59,0,0,9432981.597,0,0,0,0,0,0,0,30657190.19,0
1811,Low Cost Electrolysis,43.09011539,-76.16344941,0,0,21998021.77,0,0,9776898.563,0,0,0,0,0,0,0,31774920.33,0
1812,Low Cost Electrolysis,43.09517529,-75.27574042,0,0,452428.4427,0,0,201079.3079,0,0,0,0,30.76390715,0,0,653507.7506,30.76390715
1813,Low Cost Electrolysis,43.13781221,-77.56981251,0,17899856.71,43123143.52,222222222.2,0,19165841.56,0,0,0,0,0,125955365.3,0,302411064,125955365.3
1814,Low Cost Electrolysis,43.16238925,-78.67714151,0,0,98912.35644,0,0,43961.04731,0,0,0,0,0,0,0,142873.4037,0
1815,Low Cost Electrolysis,43.16522462,-86.21272505,0,0,1036425.273,0,0,460633.4546,0,0,0,0,0,0,0,1497058.728,0
1816,Low Cost Electrolysis,43.19839857,-118.7888436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,Low Cost Electrolysis,43.20371559,-123.3657486,0,0,1671089.338,0,0,742706.3725,0,0,0,0,0,0,0,2413795.711,0
1818,Low Cost Electrolysis,43.2227512,-71.55353355,0,10140693.98,225137.5369,0,0,100061.1275,0,0,0,0,21603955.02,0,0,10465892.64,21603955.02
1819,Low Cost Electrolysis,43.23100244,-70.90442492,0,0,389923.9678,0,0,173299.5412,0,0,0,0,0,0,0,563223.509,0
1820,Low Cost Electrolysis,43.23246861,-75.44341669,0,0,188494.5198,0,0,83775.34215,0,0,0,0,0,0,0,272269.862,0
1821,Low Cost Electrolysis,43.32028563,-73.65631887,0,0,636608.0015,0,0,282936.8896,0,0,0,0,0,0,0,919544.8911,0
1822,Low Cost Electrolysis,43.38810816,-88.2341418,0,0,267017.983,0,0,118674.6591,0,0,0,0,0,0,0,385692.6421,0
1823,Low Cost Electrolysis,43.40952076,-76.46757325,0,0,195740.7091,0,0,86995.8707,0,0,0,0,0,167804723,0,282736.5798,167804723
1824,Low Cost Electrolysis,43.43235593,-83.97910032,0,0,263817.4606,0,0,117252.2047,0,0,0,0,0,0,0,381069.6653,0
1825,Low Cost Electrolysis,43.49458106,-112.0004346,0,0,751867.721,0,0,334163.4316,0,0,0,0,0,0,0,1086031.153,0
1826,Low Cost Electrolysis,43.53415244,-96.73483983,0,0,851723.4816,0,0,378543.7696,0,0,0,0,0,0,0,1230267.251,0
1827,Low Cost Electrolysis,43.59263374,-84.76195506,0,0,4612.22102,0,0,2049.876009,0,0,0,0,97075910.39,0,0,6662.097029,97075910.39
1828,Low Cost Electrolysis,43.60764359,-83.88864532,0,0,155641.8902,0,0,69174.1734,0,0,0,0,0,0,0,224816.0636,0
1829,Low Cost Electrolysis,43.61547205,-116.6085124,0,0,3098525.639,0,0,1377122.506,0,0,0,0,0,0,0,4475648.146,0
1830,Low Cost Electrolysis,43.61605362,-84.22073685,0,60427006.77,160030.8013,0,0,71124.80058,0,0,0,0,0,0,0,60658162.37,0
1831,Low Cost Electrolysis,43.61778027,-116.2903364,0,0,6954221.81,0,0,3090765.249,0,0,0,0,0,0,0,10044987.06,0
1832,Low Cost Electrolysis,43.66326246,-70.32546065,0,0,1758566.077,0,0,781584.9231,0,0,0,0,0,0,0,2540151,0
1833,Low Cost Electrolysis,43.75134538,-87.75658592,0,0,293382.7493,0,0,130392.333,0,0,0,0,0,0,0,423775.0823,0
1834,Low Cost Electrolysis,43.78191369,-88.44066046,0,0,272913.4663,0,0,121294.8739,0,0,0,0,0,0,0,394208.3402,0
1835,Low Cost Electrolysis,43.848521,-104.213903,0,0,0,0,0,0,0,7126604.449,0,0,0,0,0,7126604.449,0
1836,Low Cost Electrolysis,43.86145311,-91.22609015,0,0,584912.0999,0,0,259960.9333,0,0,0,0,18162826.96,0,0,844873.0332,18162826.96
1837,Low Cost Electrolysis,44.00941414,-75.81891044,0,0,342424.0609,0,0,152188.4715,0,0,0,0,0,0,0,494612.5325,0
1838,Low Cost Electrolysis,44.02186586,-92.47643185,0,0,278339.9907,0,0,123706.6625,0,0,0,0,0,0,0,402046.6533,0
1839,Low Cost Electrolysis,44.02737286,-88.56407201,0,0,361855.9021,0,0,160824.8454,0,0,0,0,1948086.112,0,0,522680.7475,1948086.112
1840,Low Cost Electrolysis,44.048202,-91.66599743,0,0,120361.357,0,0,53493.93645,0,0,0,0,0,0,0,173855.2935,0
1841,Low Cost Electrolysis,44.04908515,-121.3120018,0,0,2575576.653,0,0,1144700.735,0,0,0,0,0,0,0,3720277.387,0
1842,Low Cost Electrolysis,44.06495591,-123.0758902,0,0,9450363.466,0,0,4200161.541,0,0,0,0,0,0,0,13650525.01,0
1843,Low Cost Electrolysis,44.08180348,-70.18166745,0,0,119697.9912,0,0,53199.1072,0,0,0,0,0,0,0,172897.0984,0
1844,Low Cost Electrolysis,44.08320259,-103.2449728,0,210533516.2,1294558.637,0,0,575359.3943,0,0,0,0,0,0,0,212403434.3,0
1845,Low Cost Electrolysis,44.11702473,-87.64994648,0,0,82449.25638,0,0,36644.11395,0,0,0,0,0,0,0,119093.3703,0
1846,Low Cost Electrolysis,44.16579613,-93.99046468,0,58802919.38,135505.4011,0,0,60224.62273,0,0,0,0,974418172.4,0,0,58998649.4,974418172.4
1847,Low Cost Electrolysis,44.24719796,-88.41125098,0,0,1713453.533,0,0,761534.9035,0,0,0,0,0,0,0,2474988.437,0
1848,Low Cost Electrolysis,44.27388676,-105.487443,0,2552875.359,444569.0551,0,0,197586.2467,0,0,0,0,78719741.63,0,0,3195030.661,78719741.63
1849,Low Cost Electrolysis,44.32428645,-106.6966774,0,0,0,0,0,0,0,0,0,0,57669946.91,0,0,0,57669946.91
1850,Low Cost Electrolysis,44.41514358,-95.73902739,0,0,0,0,0,0,0,0,0,0,453484720.1,0,0,0,453484720.1
1851,Low Cost Electrolysis,44.42352016,-115.2284722,0,34000574.35,0,0,0,0,0,0,0,0,3327934.266,0,0,34000574.35,3327934.266
1852,Low Cost Electrolysis,44.48125227,-73.16160888,0,26015843.96,1342008.533,0,0,596448.2368,0,0,0,0,29535109,0,0,27954300.73,29535109
1853,Low Cost Electrolysis,44.48618405,-99.81714318,0,0,0,0,0,0,0,0,0,0,1239195961,0,0,0,1239195961
1854,Low Cost Electrolysis,44.50521797,-88.0415367,0,0,685594.6619,0,0,304708.7386,0,0,0,0,0,0,0,990303.4005,0
1855,Low Cost Electrolysis,44.51001744,-89.55206797,0,240195451.7,136044.4616,0,0,60464.20515,0,0,0,0,0,0,0,240391960.4,0
1856,Low Cost Electrolysis,44.57503713,-123.2867962,0,0,366966.0096,0,0,163096.0042,0,0,0,0,0,0,0,530062.0138,0
1857,Low Cost Electrolysis,44.63237704,-123.0906807,0,0,338659.6978,0,0,150515.4213,0,0,0,0,0,0,0,489175.1191,0
1858,Low Cost Electrolysis,44.72889396,-85.6231178,0,0,182378.4087,0,0,81057.07053,0,0,0,0,0,0,0,263435.4792,0
1859,Low Cost Electrolysis,44.83654443,-68.74687475,0,49391197.36,291836.2441,0,0,129704.9974,0,0,0,0,43140001.28,0,0,49812738.6,43140001.28
1860,Low Cost Electrolysis,44.85826795,-91.4445609,0,0,468755.3352,0,0,208335.7045,0,0,0,0,16192776.99,0,0,677091.0398,16192776.99
1861,Low Cost Electrolysis,44.867835,-120.8335784,0,47932941.77,0,0,0,0,0,0,0,0,31590869.33,0,0,47932941.77,31590869.33
1862,Low Cost Electrolysis,44.90548033,-89.62654488,0,0,265997.6109,0,0,118221.1604,0,0,0,0,83674926.22,0,0,384218.7713,83674926.22
1863,Low Cost Electrolysis,44.93482872,-123.0100961,0,0,14539246.92,0,0,6461887.519,0,0,0,0,0,0,0,21001134.44,0
1864,Low Cost Electrolysis,44.97811307,-93.28104717,0,176408758.1,116778496.4,666666666.7,0,51901553.95,0,170537718.4,0,0,0,211855870.4,0,1182293193,211855870.4
1865,Low Cost Electrolysis,45.15282681,-122.8524907,0,0,1422668.695,0,0,632297.1979,0,0,0,0,0,0,0,2054965.893,0
1866,Low Cost Electrolysis,45.21445877,-123.1734816,0,0,380849.2436,0,0,169266.3305,0,0,0,0,0,0,0,550115.5741,0
1867,Low Cost Electrolysis,45.51955858,-122.6508928,0,0,94765358.76,0,0,42117937.23,0,0,0,0,0,0,0,136883296,0
