Year,Scenario,"Biomass Price",Resource,State,County,"USDA Region","County Fips Code",Production,"Production Unit","Production Density","Harvested Acres",Yield,"Yield Unit","Land Area","Resource Category","Resource Form","Resource Type","Land Source",Class,Section,"Forest Region","Diameter Class","Operation Type",Owner,"supply Class",Version
2030,"3% yield inc.",60,Switchgrass,Alabama,"Houston County",Southeast,01069,2005,dt,3.46,263,7.62,dt/ac,579.82001,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Jackson County",Southeast,01071,33091,dt,30.7,3699,8.95,dt/ac,1077.87,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Jackson County",Southeast,01071,8657,dt,8.03,1681,5.15,dt/ac,1077.87,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Jefferson County",Southeast,01073,2440,dt,2.2,273,8.95,dt/ac,1111.28,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Jefferson County",Southeast,01073,20255,dt,18.23,2499,8.1,dt/ac,1111.28,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Lamar County",Southeast,01075,8602,dt,14.22,866,9.93,dt/ac,604.84998,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Lamar County",Southeast,01075,40949,dt,67.7,4603,8.9,dt/ac,604.84998,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Lauderdale County",Southeast,01077,82275,dt,123.22,8506,9.67,dt/ac,667.70001,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Lauderdale County",Southeast,01077,123520,dt,184.99,13256,9.32,dt/ac,667.70001,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Lawrence County",Southeast,01079,93686,dt,135.64,9039,10.37,dt/ac,690.67999,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Lawrence County",Southeast,01079,129354,dt,187.28,14228,9.09,dt/ac,690.67999,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Lee County",Southeast,01081,604,dt,0.99,81,7.44,dt/ac,607.53998,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Lee County",Southeast,01081,10821,dt,17.81,1430,7.57,dt/ac,607.53998,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Limestone County",Southeast,01083,130259,dt,232.63,12351,10.55,dt/ac,559.94,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Limestone County",Southeast,01083,59390,dt,106.07,6634,8.95,dt/ac,559.94,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Lowndes County",Southeast,01085,1661,dt,2.32,211,7.85,dt/ac,715.90997,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Macon County",Southeast,01087,2298,dt,3.77,354,6.49,dt/ac,608.89001,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Macon County",Southeast,01087,8423,dt,13.83,1098,7.67,dt/ac,608.89001,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Madison County",Southeast,01089,111325,dt,138.88,11199,9.94,dt/ac,801.59003,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Madison County",Southeast,01089,38590,dt,48.14,4494,8.59,dt/ac,801.59003,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Marengo County",Southeast,01091,16892,dt,17.29,2521,6.7,dt/ac,976.88,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Marengo County",Southeast,01091,122462,dt,125.36,15623,7.84,dt/ac,976.88,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Marion County",Southeast,01093,14046,dt,18.92,1388,10.12,dt/ac,742.28998,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Marion County",Southeast,01093,55634,dt,74.95,6143,9.06,dt/ac,742.28998,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Marshall County",Southeast,01095,185,dt,0.33,30,6.18,dt/ac,565.84003,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Marshall County",Southeast,01095,33729,dt,59.61,4709,7.16,dt/ac,565.84003,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Mobile County",Southeast,01097,20977,dt,17.06,2307,9.09,dt/ac,1229.4399,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Mobile County",Southeast,01097,49180,dt,40,4971,9.89,dt/ac,1229.4399,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Monroe County",Southeast,01099,22149,dt,21.59,3089,7.17,dt/ac,1025.67,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Monroe County",Southeast,01099,44625,dt,43.51,4980,8.96,dt/ac,1025.67,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Montgomery County",Southeast,01101,2989,dt,3.81,383,7.8,dt/ac,784.25,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Morgan County",Southeast,01103,32650,dt,56.36,3168,10.31,dt/ac,579.34003,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Morgan County",Southeast,01103,75183,dt,129.77,8419,8.93,dt/ac,579.34003,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Perry County",Southeast,01105,3168,dt,4.4,454,6.97,dt/ac,719.65997,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Perry County",Southeast,01105,1196,dt,1.66,149,8.02,dt/ac,719.65997,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Pickens County",Southeast,01107,21075,dt,23.91,2484,8.48,dt/ac,881.40997,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Pickens County",Southeast,01107,47720,dt,54.14,5707,8.36,dt/ac,881.40997,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Pike County",Southeast,01109,18713,dt,27.84,2854,6.56,dt/ac,672.09003,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Pike County",Southeast,01109,71213,dt,105.96,9267,7.68,dt/ac,672.09003,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"St. Clair County",Southeast,01115,1298,dt,2.05,186,7,dt/ac,631.90002,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"St. Clair County",Southeast,01115,12188,dt,19.29,1689,7.22,dt/ac,631.90002,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Shelby County",Southeast,01117,8236,dt,10.49,1371,6.01,dt/ac,784.92999,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Shelby County",Southeast,01117,33401,dt,42.55,4315,7.74,dt/ac,784.92999,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Sumter County",Southeast,01119,6893,dt,7.63,806,8.55,dt/ac,903.89001,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Sumter County",Southeast,01119,146991,dt,162.62,17371,8.46,dt/ac,903.89001,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Talladega County",Southeast,01121,20221,dt,27.45,2232,9.06,dt/ac,736.78003,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Talladega County",Southeast,01121,60383,dt,81.95,7578,7.97,dt/ac,736.78003,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Tallapoosa County",Southeast,01123,585,dt,0.82,77,7.59,dt/ac,716.52002,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Tallapoosa County",Southeast,01123,20539,dt,28.66,2576,7.97,dt/ac,716.52002,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Tuscaloosa County",Southeast,01125,18968,dt,14.35,2177,8.71,dt/ac,1321.75,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Tuscaloosa County",Southeast,01125,39832,dt,30.14,4862,8.19,dt/ac,1321.75,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Walker County",Southeast,01127,1642,dt,2.08,182,9.04,dt/ac,791.19,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Walker County",Southeast,01127,34233,dt,43.27,4113,8.32,dt/ac,791.19,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Washington County",Southeast,01129,7162,dt,6.63,922,7.77,dt/ac,1080.21,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Washington County",Southeast,01129,29732,dt,27.52,3522,8.44,dt/ac,1080.21,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Wilcox County",Southeast,01131,10540,dt,11.86,1336,7.89,dt/ac,888.5,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Wilcox County",Southeast,01131,64761,dt,72.89,8202,7.9,dt/ac,888.5,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Winston County",Southeast,01133,12,dt,0.02,2,6.7,dt/ac,612.97998,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Alabama,"Winston County",Southeast,01133,9035,dt,14.74,1294,6.98,dt/ac,612.97998,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Arkansas County","Delta States",05001,11138,dt,11.26,1185,9.4,dt/ac,988.77002,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Ashley County","Delta States",05003,1423,dt,1.54,177,8.03,dt/ac,925.34998,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Benton County","Delta States",05007,2260,dt,2.67,261,8.65,dt/ac,847.35999,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Benton County","Delta States",05007,3333,dt,3.93,402,8.3,dt/ac,847.35999,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Boone County","Delta States",05009,2045,dt,3.46,284,7.2,dt/ac,590.22998,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Bradley County","Delta States",05011,86,dt,0.13,9,9.3,dt/ac,649.22998,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Bradley County","Delta States",05011,1076,dt,1.66,136,7.93,dt/ac,649.22998,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Calhoun County","Delta States",05013,97,dt,0.15,10,9.61,dt/ac,628.58002,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Calhoun County","Delta States",05013,760,dt,1.21,101,7.51,dt/ac,628.58002,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Chicot County","Delta States",05017,9699,dt,15.05,1141,8.5,dt/ac,644.29999,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Clark County","Delta States",05019,7206,dt,8.32,858,8.4,dt/ac,866.07001,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Clark County","Delta States",05019,72241,dt,83.41,8078,8.94,dt/ac,866.07001,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Clay County","Delta States",05021,12420,dt,19.42,1328,9.35,dt/ac,639.46002,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Cleburne County","Delta States",05023,29227,dt,52.79,4299,6.8,dt/ac,553.69,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Cleveland County","Delta States",05025,926,dt,1.55,97,9.55,dt/ac,597.78003,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Cleveland County","Delta States",05025,17852,dt,29.86,2049,8.71,dt/ac,597.78003,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Columbia County","Delta States",05027,32416,dt,42.32,3755,8.63,dt/ac,766.04999,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Conway County","Delta States",05029,18367,dt,33.26,2931,6.27,dt/ac,552.25,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Conway County","Delta States",05029,104844,dt,189.85,13537,7.75,dt/ac,552.25,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Craighead County","Delta States",05031,83230,dt,117.69,9449,8.81,dt/ac,707.21002,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Craighead County","Delta States",05031,21168,dt,29.93,2360,8.97,dt/ac,707.21002,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Crawford County","Delta States",05033,12836,dt,21.64,1898,6.76,dt/ac,593.09003,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Crawford County","Delta States",05033,97897,dt,165.06,11545,8.48,dt/ac,593.09003,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Crittenden County","Delta States",05035,104919,dt,172.07,12674,8.28,dt/ac,609.76001,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Cross County","Delta States",05037,11936,dt,19.37,1289,9.26,dt/ac,616.38,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Dallas County","Delta States",05039,136,dt,0.2,14,9.37,dt/ac,667.39001,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Dallas County","Delta States",05039,793,dt,1.19,101,7.89,dt/ac,667.39001,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Drew County","Delta States",05043,28042,dt,33.85,3152,8.9,dt/ac,828.35999,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Faulkner County","Delta States",05045,3996,dt,6.17,492,8.12,dt/ac,647.88,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Faulkner County","Delta States",05045,147845,dt,228.2,19609,7.54,dt/ac,647.88,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Franklin County","Delta States",05047,2591,dt,4.25,305,8.5,dt/ac,608.85999,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Franklin County","Delta States",05047,181238,dt,297.67,21159,8.57,dt/ac,608.85999,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Garland County","Delta States",05051,47,dt,0.07,7,6.73,dt/ac,677.78003,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Garland County","Delta States",05051,29177,dt,43.05,3779,7.72,dt/ac,677.78003,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Grant County","Delta States",05053,415,dt,0.66,41,10.11,dt/ac,631.81,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Grant County","Delta States",05053,60244,dt,95.35,6847,8.8,dt/ac,631.81,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Greene County","Delta States",05055,121523,dt,210.36,11405,10.66,dt/ac,577.70001,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Greene County","Delta States",05055,26714,dt,46.24,2727,9.8,dt/ac,577.70001,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Hempstead County","Delta States",05057,1138,dt,1.56,123,9.24,dt/ac,727.52002,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Hempstead County","Delta States",05057,227253,dt,312.37,26364,8.62,dt/ac,727.52002,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Hot Spring County","Delta States",05059,943,dt,1.53,118,8.01,dt/ac,615.20001,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Hot Spring County","Delta States",05059,62378,dt,101.39,7345,8.49,dt/ac,615.20001,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Howard County","Delta States",05061,44,dt,0.08,5,8.07,dt/ac,588.54999,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Howard County","Delta States",05061,162664,dt,276.38,18330,8.87,dt/ac,588.54999,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Independence County","Delta States",05063,34932,dt,45.73,3911,8.93,dt/ac,763.95001,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Independence County","Delta States",05063,67365,dt,88.18,7434,9.06,dt/ac,763.95001,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Jackson County","Delta States",05067,253,dt,0.4,28,9.16,dt/ac,633.94,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Jefferson County","Delta States",05069,4884,dt,5.61,521,9.37,dt/ac,870.75,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Johnson County","Delta States",05071,5108,dt,7.74,575,8.88,dt/ac,659.79999,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Johnson County","Delta States",05071,108398,dt,164.29,12995,8.34,dt/ac,659.79999,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Lafayette County","Delta States",05073,13610,dt,25.76,2554,5.33,dt/ac,528.27002,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Lafayette County","Delta States",05073,93632,dt,177.24,11052,8.47,dt/ac,528.27002,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Lawrence County","Delta States",05075,856,dt,1.46,97,8.87,dt/ac,587.60999,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Lee County","Delta States",05077,297325,dt,493.39,27403,10.85,dt/ac,602.62,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Lee County","Delta States",05077,5799,dt,9.62,606,9.56,dt/ac,602.62,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Lincoln County","Delta States",05079,296,dt,0.53,34,8.73,dt/ac,561.52002,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Little River County","Delta States",05081,18972,dt,35.64,2579,7.36,dt/ac,532.25,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Little River County","Delta States",05081,142728,dt,268.16,16619,8.59,dt/ac,532.25,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Logan County","Delta States",05083,10373,dt,14.65,1119,9.27,dt/ac,708.12,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Logan County","Delta States",05083,190775,dt,269.41,23977,7.96,dt/ac,708.12,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Lonoke County","Delta States",05085,26585,dt,34.49,3726,7.13,dt/ac,770.72998,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Lonoke County","Delta States",05085,38792,dt,50.33,4183,9.27,dt/ac,770.72998,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Madison County","Delta States",05087,1010,dt,1.21,126,7.99,dt/ac,834.26001,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Madison County","Delta States",05087,2285,dt,2.74,278,8.22,dt/ac,834.26001,Agriculture,Herbaceous,Energy,Pasture,HERB,PAGR,null,null,null,null,null,null
2030,"3% yield inc.",60,Switchgrass,Arkansas,"Miller County","Delta States",05091,46313,dt,74.03,6876,6.74,dt/ac,625.58002,Agriculture,Herbaceous,Energy,Crop,HERB,PAGR,null,null,null,null,null,null
