,Plant Name,UniqueID_Final,ORIS Plant Code,Boiler/Generator/Committed Unit,Unit ID,CAMD Database UnitID,PlantType,Combustion Turbine/IC Engine,Region Name,State Name,State Code,County,County Code,FIPS5,Capacity (MW),Heat Rate (Btu/kWh),On Line Year,Retirement Year,Firing,Bottom,Cogen?,Modeled Fuels,Wet/DryScrubber,Scrubber_Online_Year,Scrubber Efficiency,NOx Comb Control,NOx Post-Comb Control,SCR_Online_Year,SNCR_Online_Year,PM Control,FlueGasConditioning_Flag,Mercury_Controls,ACI_Online_Year,Mercury_Controls Efficiency,SO2 Permit Rate (lbs/mmBtu),Mode 1 NOx Rate (lbs/mmBtu),Mode 2 NOx Rate (lbs/mmBtu),Mode 3 NOx Rate  (lbs/mmBtu),Mode 4 NOx Rate  (lbs/mmBtu),Hg EMF for BIT,Hg EMF for SUB,Hg EMF for LIG,HCL Removal,DSI Unit,DSI Online Year,CCS,CCS Removal,C2G,C2G Online Year,BART Affected Unit,FuelType,Plant Code_x,Latitude,Longitude,Plant Code_y,Generator ID,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Technology,Efficiency,Minimum Energy Capacity (MWh),FuelPrice($/MMBtu),CO2EmRate(lb/MMBtu),geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,region,FuelType2,hrGroup,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),FOM(2012$/MW/yr),VOM(2012$/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,YearAddedCE,Retired,YearRetiredByCE,YearRetiredByAge,GAMS Symbol,DataSource,ATBTechnologyType,ThermalOrRenewableOrStorage,CAPEX(2012$/MW),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),Lifetime(years),SO2 Scrubber,CoalType,ECAPEX(2012$/MWH),PlantCategory,Max Zonal Cap,Variable Weight
57,Sendero Wind Energy,59654_G_1,59654,G,1,,Onshore Wind,,ERC_REST,Texas,48.0,Jim Hogg,247.0,48247.0,78.0,0.0,2015.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59654.0,27.18,-98.916667,,,,,,,,,0.0,0.0,POINT (-98.916667 27.18),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,78.0,7.963005780346821,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,59654+1,,,,,,,,,,,,,,
58,"San Roman Wind I, LLC",59712_G_SRWI,59712,G,SRWI,,Onshore Wind,,ERC_REST,Texas,48.0,Cameron,61.0,48061.0,95.3,0.0,2017.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59712.0,26.125979,-97.377599,,,,,,,,,0.0,0.0,POINT (-97.377599 26.125979),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,95.3,9.729159626500666,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,59712+SRWI,,,,,,,,,,,,,,
59,Los Vientos V Wind Power,60059_G_1,60059,G,1,,Onshore Wind,,ERC_REST,Texas,48.0,Starr,427.0,48427.0,110.0,0.0,2015.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60059.0,26.411689,-98.571554,,,,,,,,,0.0,0.0,POINT (-98.57155400000001 26.411689),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,110.0,11.229879946642951,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60059+1,,,,,,,,,,,,,,
60,"Javelina Wind Energy, LLC",60104_G_GEWTG,60104,G,GEWTG,,Onshore Wind,,ERC_REST,Texas,48.0,Webb,479.0,48479.0,249.7,0.0,2015.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60104.0,27.32,-99,,,,,,,,,0.0,0.0,POINT (-99 27.32),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,249.7,25.491827478879497,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60104+GEWTG,,,,,,,,,,,,,,
62,"Javelina Wind Energy II, LLC",60645_G_WJ21,60645,G,WJ21,,Onshore Wind,,ERC_REST,Texas,48.0,Webb,479.0,48479.0,200.0,0.0,2016.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60645.0,27.44,-98.91,,,,,,,,,0.0,0.0,POINT (-98.91 27.44),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Wind,,0.0,200.0,20.417963539350822,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60645+WJ21,,,,,,,,,,,,,,
65,South Texas Project,6251_G_1,6251,G,1,,Nuclear,,ERC_REST,Texas,48.0,Matagorda,321.0,48321.0,1280.0,10456.0,1988.0,2068.0,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6251.0,28.795,-96.0481,,,,,,,,,0.6559195578450814,0.0,POINT (-96.04810000000001 28.795),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Nuclear Fuel,,20.0,102.4,653374.8332592263,1152.0,0.0,93280.0,2.14,8.99829489682817,0,0.0,1,1,0,False,False,False,6251+1,,,,,,,,,,,,,,
66,South Texas Project,6251_G_2,6251,G,2,,Nuclear,,ERC_REST,Texas,48.0,Matagorda,321.0,48321.0,1280.0,10456.0,1989.0,2069.0,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6251.0,28.795,-96.0481,,,,,,,,,0.6559195578450814,0.0,POINT (-96.04810000000001 28.795),64.0,65.0,65.0,51.695295702,9.56289745704,p65,rto10,p65,Nuclear Fuel,,20.0,102.4,653374.8332592263,1152.0,0.0,93280.0,2.14,8.99829489682817,0,0.0,1,1,0,False,False,False,6251+2,,,,,,,,,,,,,,
87,Houston Chemical Complex Battleground,50043_G_GT3,50043,G,GT3,,Combined Cycle,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,69.0,8951.0,2005.0,9999.0,,,Y,Natural Gas,,,,,SCR,,,,,,,,,0.01896,0.01896,0.01896,0.01896,,,,,,,,,,,,Natural Gas,50043.0,29.7314,-95.0839,,,,,,,,,3.6509190329230177,117.0,POINT (-95.0839 29.7314),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,Combined Cycle,"(7590.0, 9421.0]",4.0,44.091,7044.197421076034,27.6,0.0,13170.0,3.5999999999999996,36.27937626369393,1,0.0,1,1,0,False,False,False,50043+GT3,,,,,,,,,,,,,,
89,Rentech Nitrogen Pasadena Cogeneration,58870_G_MG202,58870,G,MG202,,Non-Fossil Waste,,ERC_REST,Texas,48.0,Harris,201.0,48201.0,14.0,7050.0,2015.0,9999.0,,,Y,Non-Fossil Waste,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Non-Fossil Waste,58870.0,29.739444,-95.194722,,,,,,,,,0.0,160.1,POINT (-95.194722 29.739444),66.0,67.0,67.0,11.5739826538,1.08612173738,p67,rto10,p67,Non-Fossil Waste,"(7049.999, 8751.75]",4.0,14.0,1429.2574477545575,5.6000000000000005,0.0,105630.0,5.26,5.26,0,0.0,1,1,0,False,False,False,58870+MG202,,,,,,,,,,,,,,
93,Mesquite Wind Power LLC,56395_G_1,56395,G,1,,Onshore Wind,,ERC_WEST,Texas,48.0,Shackelford,417.0,48417.0,200.0,0.0,2007.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56395.0,32.6256,-99.4928,,,,,,,,,0.0,0.0,POINT (-99.4928 32.6256),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,200.0,20.417963539350822,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56395+1,,,,,,,,,,,,,,
95,Silver Star I Wind Power Project,56771_G_1,56771,G,1,,Onshore Wind,,ERC_REST,Texas,48.0,Erath,143.0,48143.0,60.0,0.0,2008.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56771.0,32.338659,-98.476051,,,,,,,,,0.0,0.0,POINT (-98.476051 32.338659),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,60.0,6.1253890618052464,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56771+1,,,,,,,,,,,,,,
96,Hackberry Wind Farm,56823_G_HWFG1,56823,G,HWFG1,,Onshore Wind,,ERC_WEST,Texas,48.0,Shackelford,417.0,48417.0,162.3,0.0,2008.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56823.0,32.7683,-99.4228,,,,,,,,,0.0,0.0,POINT (-99.4228 32.7683),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,162.3,16.56917741218319,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56823+HWFG1,,,,,,,,,,,,,,
97,Barton Chapel Wind Farm,57156_G_BC,57156,G,BC,,Onshore Wind,,ERC_WEST,Texas,48.0,Jack,237.0,48237.0,120.0,0.0,2009.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57156.0,33.06797,-98.337652,,,,,,,,,0.0,0.0,POINT (-98.33765200000001 33.06797),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,120.0,12.250778123610493,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57156+BC,,,,,,,,,,,,,,
98,Trinity Hills,57520_G_1,57520,G,1,,Onshore Wind,,ERC_WEST,Texas,48.0,Young,503.0,48503.0,225.0,0.0,2011.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57520.0,33.383611,-98.711944,,,,,,,,,0.0,0.0,POINT (-98.711944 33.383611),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,225.0,22.970208981769673,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57520+1,,,,,,,,,,,,,,
99,Bobcat Bluff Wind Project LLC,57974_G_GEN1,57974,G,GEN1,,Onshore Wind,,ERC_WEST,Texas,48.0,Archer,9.0,48009.0,150.0,0.0,2012.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57974.0,33.493056,-98.581944,,,,,,,,,0.0,0.0,POINT (-98.58194399999999 33.493056),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,150.0,15.313472654513117,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57974+GEN1,,,,,,,,,,,,,,
100,Senate Wind LLC,57981_G_GEN1,57981,G,GEN1,,Onshore Wind,,ERC_WEST,Texas,48.0,Jack,237.0,48237.0,150.0,0.0,2012.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,57981.0,33.205801,-98.365069,,,,,,,,,0.0,0.0,POINT (-98.36506900000001 33.205801),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,150.0,15.313472654513117,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,57981+GEN1,,,,,,,,,,,,,,
101,Wolf Ridge Wind,58080_G_1,58080,G,1,,Onshore Wind,,ERC_REST,Texas,48.0,Cooke,97.0,48097.0,112.5,0.0,2008.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,58080.0,33.733006,-97.428406,,,,,,,,,0.0,0.0,POINT (-97.428406 33.733006),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,112.5,11.485104490884837,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,58080+1,,,,,,,,,,,,,,
102,Goldthwaite Wind Energy Facility,58321_G_1,58321,G,1,,Onshore Wind,,ERC_REST,Texas,48.0,Mills,333.0,48333.0,150.0,0.0,2013.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,58321.0,31.383333,-98.466667,,,,,,,,,0.0,0.0,POINT (-98.466667 31.383333),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,150.0,15.313472654513117,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,58321+1,,,,,,,,,,,,,,
103,Keechi Wind,58838_G_KW1,58838,G,KW1,,Onshore Wind,,ERC_WEST,Texas,48.0,Jack,237.0,48237.0,110.0,0.0,2015.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,58838.0,33.143056,-98.161111,,,,,,,,,0.0,0.0,POINT (-98.16111100000001 33.143056),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,110.0,11.229879946642951,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,58838+KW1,,,,,,,,,,,,,,
104,Shannon Wind,59034_G_SHAN1,59034,G,SHAN1,,Onshore Wind,,ERC_WEST,Texas,48.0,Clay,77.0,48077.0,204.0,0.0,2015.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59034.0,33.509722,-98.360833,,,,,,,,,0.0,0.0,POINT (-98.360833 33.509722),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,204.0,20.82632281013784,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,59034+SHAN1,,,,,,,,,,,,,,
105,Windthorst-2,59238_G_WND2,59238,G,WND2,,Onshore Wind,,ERC_WEST,Texas,48.0,Archer,9.0,48009.0,67.6,0.0,2014.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59238.0,33.495278,-98.5,,,,,,,,,0.0,0.0,POINT (-98.5 33.495278),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,67.6,6.901271676300578,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,59238+WND2,,,,,,,,,,,,,,
106,Logans Gap Wind LLC,59442_G_1,59442,G,1,,Onshore Wind,,ERC_REST,Texas,48.0,Comanche,93.0,48093.0,200.1,0.0,2015.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,59442.0,31.8225,-98.690556,,,,,,,,,0.0,0.0,POINT (-98.690556 31.8225),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,200.1,20.428172521120498,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,59442+1,,,,,,,,,,,,,,
108,"Tyler Bluff Wind Project, LLC",60502_G_GEN1,60502,G,GEN1,,Onshore Wind,,ERC_REST,Texas,48.0,Cooke,97.0,48097.0,125.6,0.0,2016.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60502.0,33.703851,-97.372009,,,,,,,,,0.0,0.0,POINT (-97.37200900000001 33.703851),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,125.6,12.822481102712315,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60502+GEN1,,,,,,,,,,,,,,
109,"Rattlesnake Power, LLC",60743_G_WT1,60743,G,WT1,,Onshore Wind,,ERC_REST,Texas,48.0,Mcculloch,307.0,48307.0,160.0,0.0,2018.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60743.0,31.360331,-99.551356,,,,,,,,,0.0,0.0,POINT (-99.551356 31.360331),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,160.0,16.33437083148066,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60743+WT1,,,,,,,,,,,,,,
111,Buckthorn Wind Project,60983_G_BWIND,60983,G,BWIND,,Onshore Wind,,ERC_REST,Texas,48.0,Erath,143.0,48143.0,100.5,0.0,2017.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,60983.0,32.371306,-98.377389,,,,,,,,,0.0,0.0,POINT (-98.37738899999999 32.371306),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Wind,,0.0,100.5,10.260026678523788,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,60983+BWIND,,,,,,,,,,,,,,
112,Comanche Peak,6145_G_1,6145,G,1,,Nuclear,,ERC_REST,Texas,48.0,Somervell,425.0,48425.0,1205.0,10456.0,1990.0,2070.0,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6145.0,32.298365,-97.785515,,,,,,,,,0.6559195578450814,0.0,POINT (-97.785515 32.298365),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Nuclear Fuel,,20.0,96.4,615091.1516229435,1084.5,0.0,93280.0,2.14,8.99829489682817,0,0.0,1,1,0,False,False,False,6145+1,,,,,,,,,,,,,,
113,Comanche Peak,6145_G_2,6145,G,2,,Nuclear,,ERC_REST,Texas,48.0,Somervell,425.0,48425.0,1195.0,10456.0,1993.0,2073.0,,,N,Nuclear Fuel,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Nuclear Fuel,6145.0,32.298365,-97.785515,,,,,,,,,0.6559195578450814,0.0,POINT (-97.785515 32.298365),62.0,63.0,63.0,27.0123565705,13.5558014155,p63,rto10,p63,Nuclear Fuel,,20.0,95.60000000000001,609986.6607381058,1075.5,0.0,93280.0,2.14,8.99829489682817,0,0.0,1,1,0,False,False,False,6145+2,,,,,,,,,,,,,,
123,Big Spring Wind Power Facility,54979_G_WIND,54979,G,WIND,,Onshore Wind,,ERC_WEST,Texas,48.0,Howard,227.0,48227.0,34.3,0.0,1998.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,54979.0,32.2075,-101.388333,,,,,,,,,0.0,0.0,POINT (-101.388333 32.2075),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,34.3,3.5016807469986655,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,54979+WIND,,,,,,,,,,,,,,
124,Trent Wind Farm LP,55968_G_WTG1,55968,G,WTG1,,Onshore Wind,,ERC_WEST,Texas,48.0,Nolan,353.0,48353.0,150.0,0.0,2001.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,55968.0,32.4301,-100.235652,,,,,,,,,0.0,0.0,POINT (-100.235652 32.4301),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,150.0,15.313472654513117,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,55968+WTG1,,,,,,,,,,,,,,
125,Brazos Wind Farm,56111_G_GEN1,56111,G,GEN1,,Onshore Wind,,ERC_WEST,Texas,48.0,Scurry,415.0,48415.0,160.0,0.0,2003.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56111.0,32.94793,-101.147784,,,,,,,,,0.0,0.0,POINT (-101.147784 32.94793),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,160.0,16.33437083148066,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56111+GEN1,,,,,,,,,,,,,,
126,Sweetwater Wind  1 LLC,56211_G_SW1,56211,G,SW1,,Onshore Wind,,ERC_WEST,Texas,48.0,Nolan,353.0,48353.0,37.5,0.0,2003.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56211.0,32.3606,-100.3389,,,,,,,,,0.0,0.0,POINT (-100.3389 32.3606),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,37.5,3.828368163628279,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56211+SW1,,,,,,,,,,,,,,
127,Sweetwater Wind 2 LLC,56212_G_SW2,56212,G,SW2,,Onshore Wind,,ERC_WEST,Texas,48.0,Nolan,353.0,48353.0,91.5,0.0,2005.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56212.0,32.3472,-100.3703,,,,,,,,,0.0,0.0,POINT (-100.3703 32.3472),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,91.5,9.341218319253002,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56212+SW2,,,,,,,,,,,,,,
128,Sweetwater Wind 3 LLC,56311_G_SW3,56311,G,SW3,,Onshore Wind,,ERC_WEST,Texas,48.0,Nolan,353.0,48353.0,135.0,0.0,2005.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56311.0,32.290833,-100.4219,,,,,,,,,0.0,0.0,POINT (-100.4219 32.290833),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,135.0,13.782125389061804,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56311+SW3,,,,,,,,,,,,,,
129,Sweetwater Wind 4 LLC,56337_G_SW4,56337,G,SW4,,Onshore Wind,,ERC_WEST,Texas,48.0,Nolan,353.0,48353.0,241.0,0.0,2007.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56337.0,32.3122,-100.5303,,,,,,,,,0.0,0.0,POINT (-100.5303 32.3122),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,241.0,24.603646064917744,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56337+SW4,,,,,,,,,,,,,,
130,Sweetwater Wind 5,56372_G_SW5,56372,G,SW5,,Onshore Wind,,ERC_WEST,Texas,48.0,Nolan,353.0,48353.0,80.5,0.0,2007.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56372.0,32.236944,-100.4833,,,,,,,,,0.0,0.0,POINT (-100.4833 32.236944),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,80.5,8.218230324588706,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56372+SW5,,,,,,,,,,,,,,
131,Post Wind Farm LP,56457_G_1,56457,G,1,,Onshore Wind,,ERC_WEST,Texas,48.0,Borden,33.0,48033.0,84.0,0.0,2006.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56457.0,32.92544,-101.219397,,,,,,,,,0.0,0.0,POINT (-101.219397 32.92544),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,84.0,8.575544686527346,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56457+1,,,,,,,,,,,,,,
132,Buffalo Gap 2 Wind Farm,56484_G_1,56484,G,1,,Onshore Wind,,ERC_WEST,Texas,48.0,Nolan,353.0,48353.0,232.5,0.0,2007.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56484.0,32.318221,-100.176986,,,,,,,,,0.0,0.0,POINT (-100.176986 32.318221),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,232.5,23.73588261449533,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56484+1,,,,,,,,,,,,,,
133,Scurry County Wind LP,56506_G_SCW,56506,G,SCW,,Onshore Wind,,ERC_WEST,Texas,48.0,Scurry,415.0,48415.0,130.5,0.0,2007.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56506.0,32.7204,-100.9952,,,,,,,,,0.0,0.0,POINT (-100.9952 32.7204),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,130.5,13.322721209426412,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56506+SCW,,,,,,,,,,,,,,
134,Champion Wind Farm LLC,56592_G_CH1,56592,G,CH1,,Onshore Wind,,ERC_WEST,Texas,48.0,Nolan,353.0,48353.0,126.5,0.0,2008.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56592.0,32.3983,-100.6481,,,,,,,,,0.0,0.0,POINT (-100.6481 32.3983),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,126.5,12.914361938639395,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56592+CH1,,,,,,,,,,,,,,
135,Roscoe Wind Farm LLC,56593_G_RO1,56593,G,RO1,,Onshore Wind,,ERC_WEST,Texas,48.0,Nolan,353.0,48353.0,209.0,0.0,2008.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56593.0,32.4694,-100.6664,,,,,,,,,0.0,0.0,POINT (-100.6664 32.4694),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,209.0,21.33677189862161,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56593+RO1,,,,,,,,,,,,,,
136,Snyder Wind Farm,56602_G_SNY1,56602,G,SNY1,,Onshore Wind,,ERC_WEST,Texas,48.0,Scurry,415.0,48415.0,63.0,0.0,2007.0,9999.0,,,N,Wind,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,Wind,56602.0,32.739294,-100.738949,,,,,,,,,0.0,0.0,POINT (-100.738949 32.739294),59.0,60.0,60.0,14.0530094329,5.34604098118,p60,rto10,p60,Wind,,0.0,63.0,6.431658514895509,0.0,0.0,39550.0,0.0,0.0,0,0.0,0,0,0,False,False,False,56602+SNY1,,,,,,,,,,,,,,
